"name","weg","age_of_death","smoothie"
"Laa-Laa 58945","Papryka zielona",80,"FALSE"
"Mr. Fantastic 66840","Szczypiorek",61,"FALSE"
"R2-D2 162914","Papryka",87,"FALSE"
"Chewbacca 32688","Brokuł",74,"FALSE"
"Sandy Cheeks 89054","Cress",76,"FALSE"
"Shuri 62257","Ziemniak",66,"TRUE"
"Valeria Richards 86398","Rukiew wodna",72,"FALSE"
"Sauron 83720","Jicama",91,"TRUE"
"Storm 120042","Melon",59,"TRUE"
"Gandalf 158621","Słodka kukurydza",106,"TRUE"
"Frodo Baggins 125188","Cukinia",77,"FALSE"
"Yoda 193715","Burak",70,"TRUE"
"Jasmine 137072","Kalarepa",89,"FALSE"
"Snoop Dogg 93986","Fasola żuraw",76,"FALSE"
"Groot 37355","Fasola zwykła",104,"TRUE"
"Ant-Man 49038","Orzech wodny",90,"TRUE"
"Professor X 199356","Fasola haricot vert",88,"FALSE"
"Nick Fury 82414","Groch czarnooki",55,"TRUE"
"Batman 77258","Sałata rzymska",70,"FALSE"
"Charlie Chaplin 52058","Cukier trzcinowy",69,"TRUE"
"Iron Fist 4163","Tymianek",54,"TRUE"
"Superman 194306","Dynia kabocha",73,"FALSE"
"Juggernaut 140431","Koper",73,"FALSE"
"Erik Killmonger 23765","Groch czarnooki",59,"TRUE"
"Królewna Śnieżka 160720","Jicama",72,"FALSE"
"Gandalf 31081","Papryka żółta",61,"FALSE"
"Daredevil 162576","Cebula dymka",48,"FALSE"
"Angelica Pickles 18638","Pędy groszku",50,"TRUE"
"Yoda 42342","Tymianek",79,"FALSE"
"She-Hulk 162954","Fenkuł",75,"FALSE"
"Hawkeye 126254","Groch cukrowy",93,"FALSE"
"Kristoff 40421","Chayote",79,"TRUE"
"Nick Fury 182955","Kukurydza",82,"FALSE"
"Juggernaut 120884","Fasola adzuki",94,"TRUE"
"Spiderman 160236","Mâche",88,"TRUE"
"Laa-Laa 144201","Papryka czerwona",48,"FALSE"
"Drake 46867","Papryka",92,"FALSE"
"Red Skull 153713","Chrzan",101,"FALSE"
"Legolas 175776","Sorrel",63,"TRUE"
"Drax 172404","Kard",85,"TRUE"
"Jar Jar Binks 18770","Chińska kapusta",63,"TRUE"
"Dora the Explorer 40864","Marchew",76,"FALSE"
"Howard the Duck 6611","Kukurydza",97,"FALSE"
"Angelica Pickles 125834","Burak",80,"TRUE"
"Johnny Depp 175385","Pietruszka",85,"FALSE"
"Thor 48068","Melon",75,"TRUE"
"Howard the Duck 4427","Szparagi",74,"TRUE"
"Silver Surfer 151776","Pędy bambusa",92,"FALSE"
"Cyclops 48543","Bakłażan",79,"TRUE"
"Chuckie Finster 153659","Małe marchewki",67,"FALSE"
"Hulk 45827","Pasternak",74,"TRUE"
"Leonardo da Vinci 4310","Koper",77,"FALSE"
"Tom and Jerry 106301","Pasternak",76,"FALSE"
"Baron Zemo 2677","Sorrel",94,"FALSE"
"Anna 199167","Kale",58,"FALSE"
"Rogue 75199","Fasola haricot vert",75,"TRUE"
"Iron Man 31528","Kale",59,"TRUE"
"Han Solo 40667","Papryka żółta",53,"FALSE"
"SpongeBob SquarePants 162927","Lufa",76,"FALSE"
"Ursula 95045","Kale",92,"TRUE"
"Pablo Escabar 170014","Orzech wodny",79,"FALSE"
"Captain America 191388","Żółta cukinia",76,"FALSE"
"Koziołek Matołek 45330","Sałata rzymska",90,"TRUE"
"Winnie the Pooh 182558","Seler",72,"TRUE"
"Superman 20012","Cukinia",96,"FALSE"
"Luke Cage 175054","Bataty",81,"TRUE"
"Luke Skywalker 95643","Por",84,"FALSE"
"Apocalypse 75357","Jicama",78,"FALSE"
"Boots 41897","Brokuł",83,"TRUE"
"Invisible Woman 82222","Cykoria",36,"TRUE"
"Phoenix 111341","Liście mniszka",68,"TRUE"
"Bugs Bunny 186729","Banan",100,"FALSE"
"Darth Maul 169289","Tymianek",65,"TRUE"
"Leia Organa 139292","Jabłko",66,"FALSE"
"Black Panther 77510","Wodna cress",79,"TRUE"
"Drake 163158","Fasola gołębia",91,"FALSE"
"Alicja z Krainy Czarów 69814","Chińska kapusta",83,"FALSE"
"Winnie the Pooh 105496","Bazylia tajska",119,"FALSE"
"Tweety 105839","Brzoskwinia",97,"TRUE"
"Juggernaut 10063","Fasola adzuki",74,"FALSE"
"Valeria Richards 183519","Szpinak",89,"TRUE"
"Cezary Pazura 159658","Rzepak",88,"FALSE"
"Blues Clues 59507","Jicama",95,"FALSE"
"Kuba Wojewódzki 153778","Mâche",80,"TRUE"
"Diego 69160","Kiełki fasoli",78,"TRUE"
"Invisible Woman 37210","Rzodkiew daikon",80,"FALSE"
"Captain America 110349","Portulaka",115,"FALSE"
"Iron Fist 147032","Bazylia tajska",77,"TRUE"
"Storm 112202","Papryka zielona",79,"TRUE"
"Blues Clues 123282","Papryka czerwona",75,"FALSE"
"Human Torch 175356","Ogórek melona",65,"TRUE"
"Cyclops 71389","Pietruszka",69,"FALSE"
"Thor 5438","Kale",37,"FALSE"
"Kermit the Frog 64019","Bakłażan",64,"FALSE"
"Eminem 49657","Szparagi",71,"TRUE"
"Daffy Duck 31315","Groch cukrowy",52,"FALSE"
"Adam Mickiewicz 176699","Portulaka",91,"TRUE"
"Marilyn Monroe 83299","Seler korzeniowy",46,"FALSE"
"Darth Vader 154329","Cukinia",75,"FALSE"
"Barack Obama 179703","Brzoskwinia",89,"TRUE"
"Kang the Conqueror 55190","Brzoskwinia",78,"FALSE"
"Victor Von Doom 120551","Papryka czerwona",60,"TRUE"
"Kermit the Frog 197026","Banan",74,"FALSE"
"Dr Watson 198038","Endywia belgijska",82,"TRUE"
"Boots 28179","Liście mniszka",87,"TRUE"
"Diego 66082","Papryka czerwona",99,"FALSE"
"Black Widow 86818","Jarmuż",70,"FALSE"
"Jar Jar Binks 182368","Kolendra",78,"TRUE"
"Tom and Jerry 136029","Papryka żółta",94,"FALSE"
"Franklin Richards 173630","Bataty",67,"TRUE"
"Blues Clues 23357","Por",93,"FALSE"
"Iron Man 21182","Sałata rzymska",72,"FALSE"
"Jean Grey 29047","Fenkuł",78,"TRUE"
"Frodo Baggins 52898","Kalafior",57,"TRUE"
"Rogue 39197","Papryka",66,"FALSE"
"Joe 24727","Jarmuż",59,"FALSE"
"Rogue 58654","Arbuz",106,"TRUE"
"The Thing 79622","Mâche",74,"TRUE"
"Sylvester 98775","Rabarbar",88,"FALSE"
"Obelix 110972","Fasola zwykła",72,"FALSE"
"Skeeter Valentine 78441","Fenkuł",67,"TRUE"
"Blade 109060","Cebula",75,"TRUE"
"Bob Budowniczy 59236","Portulaka",87,"TRUE"
"Gamora 2194","Kard",71,"TRUE"
"Shrek 129347","Lufa",78,"TRUE"
"Invisible Woman 3704","Pędy groszku",70,"FALSE"
"Quicksilver 95178","Ogórek melona",61,"FALSE"
"Królewna Śnieżka 88792","Brokuł",86,"TRUE"
"Sherlock Holmes 77445","Imbir",68,"FALSE"
"Red Skull 126390","Seler korzeniowy",68,"TRUE"
"Shuri 98030","Pędy groszku",96,"TRUE"
"Baron Zemo 147379","Cykoria",107,"TRUE"
"Gollum 186076","Jicama",70,"TRUE"
"Eminem 31762","Orzech wodny",71,"TRUE"
"Hercules 96534","Cress",70,"TRUE"
"Aladyn 129402","Por",83,"TRUE"
"Ariel 26383","Trawa cytrynowa",68,"TRUE"
"Jessica Jones 127470","Pędy groszku",53,"FALSE"
"Human Torch 128737","Ogórek",65,"TRUE"
"Doctor Doom 88317","Rzodkiew",82,"TRUE"
"Kermit the Frog 98735","Orzech wodny",78,"TRUE"
"Mufasa 61425","Lufa",67,"TRUE"
"Falcon 107299","Dynia kabocha",70,"FALSE"
"Winter Soldier 146521","Dynia kabocha",79,"FALSE"
"Deadpool 105486","Taro",93,"TRUE"
"Cyclops 24000","Radicchio",85,"TRUE"
"Rogue 184630","Jabłko",67,"TRUE"
"Bob Budowniczy 198679","Pędy groszku",77,"FALSE"
"Eminem 18098","Taro",74,"TRUE"
"War Machine 117719","Fasola mung",52,"TRUE"
"Rocket Raccoon 56727","Kukurydza",74,"TRUE"
"Okoye 151511","Kapusta napa",82,"TRUE"
"Swiper 115885","Endywia belgijska",55,"TRUE"
"BB-8 139459","Karczoch",97,"TRUE"
"Howard the Duck 74417","Ogórek melona",58,"FALSE"
"Czerwony Kapturek 133888","Dynia kabocha",71,"FALSE"
"Winter Soldier 8547","Portulaka",68,"FALSE"
"Iron Fist 153062","Rukola",91,"TRUE"
"Bishop 147342","Ogórek melona",94,"FALSE"
"Simba 80676","Sałata rzymska",58,"FALSE"
"Tinky Winky 115839","Kapusta napa",75,"TRUE"
"Magneto 92010","Kapusta napa",55,"TRUE"
"Po 17452","Pasternak",87,"TRUE"
"Królewna Śnieżka 20609","Pasternak",60,"TRUE"
"Omega Red 166559","Słodka kukurydza",65,"FALSE"
"Bruce Lee 74711","Papryka zielona",75,"FALSE"
"Iron Man 193845","Bataty",86,"TRUE"
"Apocalypse 193200","Kiełki fasoli",115,"FALSE"
"Joker 86507","Kapusta",79,"FALSE"
"Jafar 54975","Sałata",60,"TRUE"
"Kuba Wojewódzki 129310","Endywia belgijska",78,"FALSE"
"Kubuś Puchatek 49628","Papryka czerwona",77,"FALSE"
"Daffy Duck 71831","Melon",107,"FALSE"
"Black Widow 71208","Grzyb",83,"FALSE"
"Yoda 153242","Brzoskwinia",55,"FALSE"
"Magenta 187029","Chayote",78,"FALSE"
"Elvis Presley 34568","Sorrel",62,"FALSE"
"Snoop Dogg 27001","Kolendra",59,"FALSE"
"Sandy Cheeks 114243","Cebula dymka",100,"TRUE"
"Groot 196542","Imbir",64,"TRUE"
"Marta Żmuda-Trzebiatowska 67353","Seler",62,"FALSE"
"Jar Jar Binks 129073","Cebula",69,"FALSE"
"Doug Funnie 162123","Imbir",58,"TRUE"
"Kang the Conqueror 125429","Dynia kabocha",61,"TRUE"
"Papa Smerf 71469","Pędy bambusa",62,"TRUE"
"Nick Fury 66899","Cress",77,"TRUE"
"Czerwony Kapturek 30146","Papryka czerwona",89,"TRUE"
"Beast 180867","Papryka",64,"FALSE"
"Hades 68250","Rzepak",81,"FALSE"
"Patrick Star 127979","Cykoria",84,"TRUE"
"Iron Man 115548","Małe marchewki",90,"TRUE"
"Bishop 66641","Fasola mung",82,"TRUE"
"Shuri 120992","Kalarepa",103,"TRUE"
"Luke Skywalker 180472","Fasola adzuki",91,"TRUE"
"Frodo Baggins 80877","Kard",73,"FALSE"
"Ghost Rider 78069","Mniszek lekarski",90,"TRUE"
"Drax 49756","Cress",85,"FALSE"
"Dora the Explorer 157090","Korzeń taro",64,"TRUE"
"Kojot Wile E. 124072","Liście mniszka",66,"TRUE"
"Twjózek 62038","Liście mniszka",96,"TRUE"
"Mickey Mouse 46518","Fasola mung",68,"FALSE"
"Falcon 155528","Brzoskwinia",105,"TRUE"
"Sauron 15345","Papryka czerwona",83,"TRUE"
"Goofy 38245","Fasola zwykła",61,"FALSE"
"Peter Pan 151407","Imbir",68,"FALSE"
"Alicja z Krainy Czarów 98427","Ogórek melona",94,"TRUE"
"Anna 162981","Sałata rzymska",59,"FALSE"
"Marilyn Monroe 189602","Ogórek",77,"FALSE"
"Valeria Richards 858","Taro",83,"TRUE"
"Anna 127959","Szczypiorek",82,"FALSE"
"Babcia Ela 74811","Cykoria",90,"TRUE"
"Magenta 87382","Papryczka chili",47,"FALSE"
"Oliver Hardy 130182","Fasola haricot vert",90,"TRUE"
"Rogue 164377","Fasola zwykła",94,"TRUE"
"Darth Maul 83581","Rabarbar",69,"FALSE"
"Madonna 74775","Kalarepa",72,"FALSE"
"Marilyn Monroe 159385","Burak liściowy",78,"TRUE"
"Rapunzel 12024","Cebula",79,"FALSE"
"Star-Lord 35989","Fasola adzuki",97,"TRUE"
"Spiderman 17107","Endywia",70,"TRUE"
"Dr Watson 149938","Jicama",55,"FALSE"
"Dora the Explorer 33897","Portulaka",93,"TRUE"
"Mr. Krabs 197658","Fasola gołębia",79,"TRUE"
"Czerwony Kapturek 73360","Kapusta musztardowa",61,"TRUE"
"Nightcrawler 88958","Sałata rzymska",76,"TRUE"
"Psylocke 47178","Szpinak",70,"FALSE"
"Luke Cage 25879","Fasola żuraw",40,"FALSE"
"Asterix 13463","Seler korzeniowy",56,"TRUE"
"Alicja z Krainy Czarów 84067","Kale",62,"FALSE"
"Wasp 67709","Kiełki fasoli",94,"TRUE"
"Tinky Winky 151349","Rzodkiew",84,"TRUE"
"Howard the Duck 151139","Szczypiorek",55,"FALSE"
"Gandalf 2966","Cebula dymka",68,"FALSE"
"Sylvester 61461","Bataty",97,"TRUE"
"Marilyn Monroe 193224","Zucchini",86,"TRUE"
"Sven 166093","Korzeń lotosu",69,"TRUE"
"Yoda 188074","Ogórek melona",53,"TRUE"
"Adam Mickiewicz 61109","Burak liściowy",76,"FALSE"
"Howard the Duck 57197","Rabarbar",58,"TRUE"
"Asterix 40215","Kolendra",81,"FALSE"
"Chewbacca 162753","Radicchio",68,"TRUE"
"Lara Croft 83913","Arbuz",58,"FALSE"
"Mickey Mouse 54911","Wodna cress",79,"TRUE"
"Moana 179153","Radicchio",101,"TRUE"
"Scar 29758","Fasola mung",51,"FALSE"
"Vision 76883","Pietruszka",65,"FALSE"
"Sandy Cheeks 69012","Lufa",57,"FALSE"
"Vision 189493","Por",94,"FALSE"
"Rapunzel 152673","Czosnek",83,"FALSE"
"Nightcrawler 192155","Kard",98,"TRUE"
"Nick Fury 112024","Bazylia tajska",73,"FALSE"
"Rogue 133455","Portulaka",84,"TRUE"
"Struś Pędziwiatr 177010","Żółta cukinia",88,"TRUE"
"Deadpool 50705","Sałata rzymska",95,"FALSE"
"Anna 32507","Korzeń taro",83,"FALSE"
"Bruce Lee 21089","Słodka kukurydza",85,"FALSE"
"Aragorn 5235","Fasola gołębia",64,"FALSE"
"Myszka Miki 179994","Rzodkiew daikon",71,"TRUE"
"Darth Vader 116342","Fasola haricot vert",75,"TRUE"
"Maria 188282","Fasola haricot vert",74,"FALSE"
"Darth Vader 38324","Rzepak",109,"FALSE"
"Tweety 128511","Fasola gołębia",86,"FALSE"
"Pablo Escabar 144201","Korzeń taro",74,"FALSE"
"She-Hulk 110592","Rabarbar",86,"TRUE"
"Laa-Laa 136608","Mâche",81,"FALSE"
"Bishop 60444","Kapusta napa",111,"FALSE"
"SpongeBob SquarePants 117336","Rukola",49,"TRUE"
"Yoda 101123","Fenkuł",83,"FALSE"
"Drax 57251","Rukola",100,"TRUE"
"Human Torch 150432","Marchew",77,"TRUE"
"Juliusz Słowacki 64536","Seler",90,"FALSE"
"Frodo Baggins 198557","Jicama",54,"FALSE"
"Koziołek Matołek 36091","Wodna cress",101,"TRUE"
"Han Solo 16520","Mâche",81,"FALSE"
"Mickey Mouse 182642","Groch czarnooki",56,"TRUE"
"Frodo Baggins 14549","Papryka",73,"TRUE"
"Simba 130593","Pędy bambusa",86,"TRUE"
"Batman 101913","Fasola adzuki",45,"FALSE"
"Darth Vader 12889","Fenkuł",76,"FALSE"
"Tom and Jerry 128467","Cebula",70,"FALSE"
"Królewna Śnieżka 63466","Fasola haricot vert",49,"FALSE"
"Skeeter Valentine 184361","Rzodkiew",70,"TRUE"
"Drax 145676","Arbuz",82,"TRUE"
"Bilbo Baggins 193873","Radicchio",61,"TRUE"
"Gollum 150263","Papryka czerwona",69,"TRUE"
"Po 186563","Chińska kapusta",54,"TRUE"
"Bishop 149704","Orzech wodny",55,"FALSE"
"Bishop 63245","Endywia",98,"TRUE"
"Domino 185422","Kolendra",65,"TRUE"
"Cezary Pazura 92326","Sorrel",87,"FALSE"
"Steve 62653","Rukiew wodna",94,"FALSE"
"Winter Soldier 102238","Chayote",75,"FALSE"
"Batman 48543","Endywia",71,"TRUE"
"Tinky Winky 44401","Żółta cukinia",62,"TRUE"
"Tupac Shakur 96679","Melon",70,"TRUE"
"Juliusz Słowacki 177935","Cukier trzcinowy",40,"FALSE"
"Indiana Jones 85726","Żółta cukinia",61,"FALSE"
"Marilyn Monroe 171248","Sałata rzymska",80,"FALSE"
"Mufasa 169013","Papryka zielona",77,"FALSE"
"Gandalf 59203","Melon",69,"FALSE"
"Scar 143595","Szczypiorek",71,"TRUE"
"Angelica Pickles 44081","Arbuz",40,"FALSE"
"Jim Morrison 109022","Marchew",76,"FALSE"
"Chuckie Finster 82014","Cukinia",95,"TRUE"
"Dora the Explorer 167647","Cebula",72,"TRUE"
"Sylvester 114027","Ogórek",67,"TRUE"
"Captain America 42665","Koper włoski",80,"TRUE"
"Angelica Pickles 28784","Melon",71,"TRUE"
"Jar Jar Binks 78583","Kard",103,"FALSE"
"Thanos 188839","Grzyb",70,"TRUE"
"Lady Deathstrike 193454","Ziemniak",93,"FALSE"
"Spiderman 43092","Radicchio",70,"TRUE"
"Shrek 191560","Brukselka",71,"TRUE"
"Adam Mickiewicz 184064","Kapusta",73,"TRUE"
"She-Hulk 134155","Rzepak",57,"TRUE"
"Franklin Richards 54406","Fasola gołębia",75,"TRUE"
"Doctor Doom 107944","Szczypiorek",71,"FALSE"
"Nightcrawler 148834","Kalarepa",72,"FALSE"
"The Vision 168602","Małe marchewki",82,"TRUE"
"Myszka Miki 146367","Pietruszka",66,"FALSE"
"Hulk 103429","Grzyb",84,"TRUE"
"Yoda 99111","Cebula",60,"FALSE"
"Red Skull 193456","Portulaka",78,"FALSE"
"Tinky Winky 181050","Korzeń lotosu",70,"TRUE"
"Eminem 74876","Groch czarnooki",86,"FALSE"
"Darth Vader 195944","Żółta cukinia",67,"FALSE"
"Shuri 14293","Bakłażan",49,"FALSE"
"Oliver Hardy 145596","Rabarbar",101,"FALSE"
"Daredevil 95957","Rabarbar",44,"TRUE"
"Mystique 85745","Szparagi",49,"FALSE"
"Johnny Depp 27181","Fasola adzuki",79,"FALSE"
"Aladyn 21515","Chińska kapusta",104,"FALSE"
"Domino 17417","Papryka żółta",62,"FALSE"
"Tinky Winky 11313","Taro",82,"TRUE"
"Tinky Winky 58549","Fenkuł",95,"FALSE"
"Laa-Laa 25616","Pasternak",91,"FALSE"
"The Thing 180030","Sorrel",52,"FALSE"
"Invisible Woman 166580","Pędy groszku",74,"TRUE"
"Rogue 17754","Banan",92,"FALSE"
"Shuri 9237","Fasola haricot vert",57,"FALSE"
"Wolverine 173953","Fasola żuraw",77,"TRUE"
"Sandy Cheeks 103642","Pietruszka",73,"TRUE"
"Wolverine 56480","Fasola mung",90,"FALSE"
"Olaf 142384","Koper włoski",89,"FALSE"
"Aragorn 163705","Fasola zwykła",85,"FALSE"
"Thanos 177269","Kapusta musztardowa",76,"TRUE"
"Simba 9677","Brokuł",85,"FALSE"
"Hercules 16321","Rzepak",72,"TRUE"
"Królewna Śnieżka 175899","Rzodkiew",66,"TRUE"
"BB-8 21537","Zucchini",75,"TRUE"
"Snoop Dogg 103608","Kale",90,"FALSE"
"Poseidon 149507","Kapusta napa",84,"FALSE"
"Human Torch 181623","Imbir",83,"TRUE"
"Frodo Baggins 19228","Chayote",87,"FALSE"
"Quicksilver 46548","Fasola Lima",81,"TRUE"
"Po 63446","Groch czarnooki",55,"TRUE"
"Shuri 69514","Groch czarnooki",65,"TRUE"
"Doctor Doom 58195","Mniszek lekarski",83,"FALSE"
"Silver Surfer 158655","Kalafior",97,"FALSE"
"Omega Red 140600","Koper",60,"FALSE"
"Leia Organa 170731","Fasola gołębia",81,"TRUE"
"Daffy Duck 11821","Papryczka chili",90,"FALSE"
"Shuri 48761","Melon",74,"TRUE"
"Kang the Conqueror 166137","Wodna cress",77,"TRUE"
"Franklin Richards 27168","Cress",80,"FALSE"
"Rocket Raccoon 148644","Rukiew wodna",62,"FALSE"
"Fryderyk Chopin 108950","Karczoch",45,"FALSE"
"Poseidon 196833","Sałata rzymska",77,"TRUE"
"Król Julian 172388","Melon",82,"TRUE"
"Koziołek Matołek 14788","Burak",95,"TRUE"
"Olaf 135862","Rzodkiew",89,"TRUE"
"Darth Maul 173590","Cebula",82,"FALSE"
"The Vision 139723","Seler korzeniowy",51,"TRUE"
"Aragorn 115348","Imbir",101,"FALSE"
"Steve 172618","Pędy groszku",80,"FALSE"
"Sandy Cheeks 140824","Papryka żółta",91,"FALSE"
"Jean Grey 101269","Kapusta",92,"FALSE"
"Sylvester 32707","Jabłko",97,"TRUE"
"Blues Clues 197842","Pędy groszku",79,"TRUE"
"Bugs Bunny 50003","Burak liściowy",84,"FALSE"
"Joe 29172","Kiełki fasoli",95,"TRUE"
"Sabretooth 79236","Fasolka szparagowa",80,"FALSE"
"Cyclops 56431","Kapusta napa",62,"FALSE"
"Chuckie Finster 175665","Jabłko",74,"FALSE"
"Jasmine 77882","Koper",90,"FALSE"
"Captain America 170734","Taro",70,"TRUE"
"Boots 69630","Rukiew wodna",66,"FALSE"
"Kojot Wile E. 17902","Chayote",88,"FALSE"
"Mr. Krabs 40024","Brzoskwinia",62,"TRUE"
"Scar 93370","Ziemniak",73,"TRUE"
"Thanos 158881","Ogórek melona",89,"TRUE"
"Swiper 178739","Koper",74,"TRUE"
"C-3PO 188895","Burak",57,"FALSE"
"Sandy Cheeks 89570","Fasola gołębia",72,"TRUE"
"Jar Jar Binks 31443","Imbir",71,"FALSE"
"Twjózek 548","Brokuł",78,"TRUE"
"Barack Obama 608","Burak",68,"FALSE"
"Kojot Wile E. 19324","Seler",72,"TRUE"
"Lara Croft 195904","Sorrel",102,"TRUE"
"Patrick Star 168018","Szpinak",70,"FALSE"
"R2-D2 141669","Lufa",63,"FALSE"
"Myszka Miki 27382","Cykoria",61,"FALSE"
"Sherlock Holmes 15255","Pędy groszku",80,"FALSE"
"Captain America 26863","Karczoch",70,"TRUE"
"Hades 119782","Groch cukrowy",73,"TRUE"
"Thor 6138","Kiełki fasoli",95,"FALSE"
"Spiderman 155295","Rzodkiew",96,"FALSE"
"SpongeBob SquarePants 51387","Groch czarnooki",81,"FALSE"
"Helena 71162","Brokuł",60,"TRUE"
"Juggernaut 52821","Zucchini",56,"FALSE"
"Thanos 17033","Pietruszka",93,"FALSE"
"Hercules 61955","Orzech wodny",69,"FALSE"
"Quicksilver 83731","Seler korzeniowy",61,"TRUE"
"Cyclops 39193","Pasternak",46,"TRUE"
"Obelix 194888","Fasola gołębia",72,"TRUE"
"Domino 36693","Portulaka",80,"TRUE"
"Kubuś Puchatek 106772","Małe marchewki",47,"TRUE"
"Cyclops 198128","Jicama",70,"TRUE"
"Iron Man 76588","Taro",80,"FALSE"
"Marta Żmuda-Trzebiatowska 70926","Ogórek",86,"FALSE"
"Valeria Richards 66274","Endywia belgijska",68,"TRUE"
"Olaf 23874","Marchew",70,"TRUE"
"She-Hulk 124806","Papryka",55,"FALSE"
"Dora the Explorer 117101","Cebula dymka",70,"TRUE"
"Notorious B.I.G. 118752","Pędy bambusa",66,"TRUE"
"R2-D2 54686","Brzoskwinia",91,"FALSE"
"Aragorn 167088","Fasolka szparagowa",68,"FALSE"
"Joe 139516","Jicama",51,"TRUE"
"Olaf 190409","Portulaka",69,"TRUE"
"Magneto 25354","Endywia belgijska",73,"TRUE"
"Hawkeye 40285","Por",84,"FALSE"
"Doctor Strange 109368","Rabarbar",60,"FALSE"
"Sauron 161017","Karczoch",91,"FALSE"
"Ursula 185930","Fasola żuraw",60,"FALSE"
"Legolas 127155","Kolendra",79,"FALSE"
"Twjózek 69208","Fenkuł",94,"FALSE"
"Yoda 153196","Czosnek",70,"TRUE"
"Król Julian 79772","Fasola mung",91,"TRUE"
"Gamora 93482","Kale",85,"TRUE"
"Daffy Duck 96301","Kolendra",37,"FALSE"
"Captain America 4820","Bakłażan",93,"TRUE"
"Squidward Tentacles 181980","Fasola gołębia",68,"FALSE"
"Rapunzel 171524","Kapusta",64,"TRUE"
"Ant-Man 4182","Tymianek",85,"TRUE"
"Star-Lord 154604","Szczypiorek",75,"TRUE"
"Ursula 93988","Koper",72,"TRUE"
"Beast 167428","Bakłażan",83,"FALSE"
"Iron Man 149284","Pędy groszku",65,"FALSE"
"Baron Zemo 78002","Brokuł",68,"FALSE"
"The Punisher 33985","Rukola",85,"TRUE"
"Dipsy 167554","Jicama",100,"FALSE"
"Jasmine 88801","Rukiew wodna",78,"FALSE"
"Black Panther 164269","Kapusta musztardowa",85,"FALSE"
"Moana 40921","Bakłażan",70,"FALSE"
"Rocket Raccoon 74740","Chrzan",51,"TRUE"
"Gandalf 6332","Seler korzeniowy",72,"TRUE"
"Falcon 147401","Burak liściowy",84,"TRUE"
"Hercules 114266","Liście mniszka",104,"TRUE"
"Taskmaster 39900","Pomidor",87,"TRUE"
"Maria 176380","Słodka kukurydza",86,"TRUE"
"Diego 115091","Mâche",96,"TRUE"
"Angelica Pickles 74187","Groch cukrowy",83,"FALSE"
"Batman 82345","Taro",75,"TRUE"
"Omega Red 112392","Rzodkiew daikon",75,"FALSE"
"Black Panther 47129","Seler korzeniowy",75,"TRUE"
"Kubuś Puchatek 35056","Sałata rzymska",83,"TRUE"
"Rogue 89475","Tymianek",88,"TRUE"
"Silver Surfer 71959","Kapusta napa",65,"TRUE"
"Nick Fury 46136","Małe marchewki",59,"FALSE"
"Maria 195831","Sałata",104,"FALSE"
"Scar 29690","Karczoch",90,"FALSE"
"Tweety 88537","Groch cukrowy",92,"FALSE"
"Kang the Conqueror 154542","Pędy groszku",66,"FALSE"
"Doctor Doom 30195","Szpinak",84,"TRUE"
"Quicksilver 119864","Słodka kukurydza",92,"FALSE"
"Hercules 40303","Koper",64,"TRUE"
"Johnny Depp 26999","Cebula dymka",74,"TRUE"
"Bruce Lee 39586","Pędy bambusa",74,"FALSE"
"Madonna 79275","Chrzan",67,"TRUE"
"The Thing 179166","Taro",83,"FALSE"
"Asterix 177307","Cukier trzcinowy",82,"TRUE"
"Jar Jar Binks 87536","Kalafior",59,"FALSE"
"Dr Watson 23940","Jabłko",72,"FALSE"
"Franklin Richards 156179","Ogórek",79,"TRUE"
"The Punisher 185443","Szparagi",80,"TRUE"
"Black Panther 164358","Endywia",93,"FALSE"
"R2-D2 81515","Korzeń lotosu",55,"FALSE"
"Królewna Śnieżka 374","Kale",63,"FALSE"
"Aladyn 113315","Tymianek",88,"FALSE"
"Fryderyk Chopin 22733","Korzeń taro",97,"FALSE"
"Patrick Star 127742","Mniszek lekarski",100,"FALSE"
"The Vision 119118","Papryczka chili",65,"FALSE"
"Falcon 159132","Ogórek",74,"FALSE"
"Kang the Conqueror 108076","Jabłko",89,"TRUE"
"Baron Zemo 74093","Melon",33,"FALSE"
"Marta Żmuda-Trzebiatowska 187537","Seler korzeniowy",81,"FALSE"
"Winnie the Pooh 97310","Burak liściowy",67,"FALSE"
"The Thing 126104","Pomidor",76,"FALSE"
"Kermit the Frog 91633","Szczypiorek",94,"TRUE"
"Rogue 39652","Radicchio",78,"FALSE"
"Scarlet Witch 142085","Karczoch",95,"FALSE"
"Hawkeye 133122","Imbir",81,"TRUE"
"Storm 5936","Por",50,"FALSE"
"Ariel 40270","Cress",64,"FALSE"
"Twjózek 98515","Fasola żuraw",67,"TRUE"
"Iron Fist 97209","Burak",80,"FALSE"
"Daredevil 165703","Fasola Lima",80,"TRUE"
"Rocket Raccoon 174514","Sałata",77,"TRUE"
"Dipsy 180621","Zucchini",77,"TRUE"
"Scarlet Witch 106896","Fasola gołębia",69,"FALSE"
"Pablo Escabar 145612","Papryka",66,"TRUE"
"Galactus 193530","Bakłażan",69,"TRUE"
"Nightcrawler 64130","Fasolka szparagowa",80,"FALSE"
"Sven 32027","Chrzan",68,"TRUE"
"Cyclops 139273","Ogórek melona",79,"TRUE"
"Scarlet Witch 13275","Fasolka szparagowa",67,"FALSE"
"Scarlet Witch 144686","Fasola gołębia",69,"TRUE"
"Królewna Śnieżka 136711","Fasola mung",99,"FALSE"
